CustomerID,Recency,Frequency,Monetary,YearMonth,Churn
14293,9,2,934.45,2009-12,0
14295,22,2,598.85,2009-12,0
14298,20,2,2173.7999999999997,2009-12,0
14299,11,2,2808.27,2009-12,0
14302,29,1,114.60000000000001,2009-12,0
14307,24,1,242.1,2009-12,0
14329,15,1,320.65000000000003,2009-12,0
14341,16,2,592.69,2009-12,0
14347,28,1,82.6,2009-12,0
14396,29,1,514.97,2009-12,0
14401,13,2,831.03,2009-12,0
14404,11,2,238.89,2009-12,0
14408,24,1,321.00000000000006,2009-12,0
14415,15,1,519.53,2009-12,0
14422,14,1,420.41,2009-12,0
14425,14,2,422.29,2009-12,0
14440,29,1,935.01,2009-12,0
14454,25,1,125.94,2009-12,0
14460,16,1,155.34,2009-12,0
14466,18,1,217.8,2009-12,0
14467,29,1,109.84,2009-12,0
14468,25,1,204.24,2009-12,0
14471,24,1,208.82999999999998,2009-12,0
14478,30,1,282.28,2009-12,0
14479,25,1,355.13,2009-12,0
14480,10,1,303.85,2009-12,0
14483,28,1,120.0,2009-12,0
14484,14,1,435.45,2009-12,0
14494,23,1,114.3,2009-12,0
14505,10,2,1380.63,2009-12,0
14507,21,1,171.5,2009-12,0
14512,24,1,153.28,2009-12,0
14514,18,1,856.78,2009-12,0
14519,20,1,122.94999999999999,2009-12,0
14525,18,1,399.79999999999995,2009-12,0
14527,13,7,5644.28,2009-12,0
14540,15,2,582.59,2009-12,0
14543,14,4,1270.0,2009-12,0
14546,25,1,547.73,2009-12,0
14548,25,2,680.28,2009-12,0
14549,29,1,316.22,2009-12,0
14555,13,1,290.65,2009-12,0
14558,23,1,306.45,2009-12,0
14560,11,2,679.22,2009-12,0
14564,27,1,989.18,2009-12,0
14574,24,1,143.70000000000002,2009-12,0
14577,20,1,217.34,2009-12,0
14590,15,3,349.66,2009-12,0
14593,22,1,433.05,2009-12,0
14605,23,2,216.25,2009-12,0
14606,10,8,1486.6,2009-12,0
14607,16,1,2320.2000000000003,2009-12,0
14608,21,2,581.22,2009-12,0
14625,15,1,584.1,2009-12,0
14626,21,1,436.40000000000003,2009-12,0
14643,20,1,350.68,2009-12,0
14644,28,1,338.5,2009-12,0
14646,13,5,14696.47,2009-12,0
14648,21,1,224.35999999999999,2009-12,0
14653,29,1,333.67,2009-12,0
14654,30,1,246.86,2009-12,0
14662,28,1,110.69999999999999,2009-12,0
14667,15,2,750.3199999999999,2009-12,0
14669,29,1,824.1800000000001,2009-12,0
14670,24,1,190.47,2009-12,0
14679,23,1,438.74,2009-12,0
14680,15,3,1320.23,2009-12,0
14685,18,3,1300.41,2009-12,0
14695,24,2,984.03,2009-12,0
14702,14,2,1013.5,2009-12,0
14709,26,1,256.2,2009-12,0
14710,22,2,73.5,2009-12,0
14713,28,1,160.69,2009-12,0
14717,25,1,81.3,2009-12,0
14723,27,1,141.63,2009-12,0
14732,15,2,556.1500000000001,2009-12,0
14735,23,2,379.65000000000003,2009-12,0
14738,24,1,311.2,2009-12,0
14739,20,2,1253.31,2009-12,0
14750,28,1,112.03,2009-12,0
14751,18,1,65.10000000000001,2009-12,0
14755,28,2,445.15000000000003,2009-12,0
14769,15,1,969.66,2009-12,0
14771,28,1,287.37,2009-12,0
14790,11,2,567.96,2009-12,0
14796,17,1,266.02,2009-12,0
14799,29,1,180.45,2009-12,0
14819,10,1,30.64,2009-12,0
14828,24,1,682.4,2009-12,0
14831,29,2,833.75,2009-12,0
14838,28,1,119.10000000000001,2009-12,0
14841,9,3,1215.8,2009-12,0
14861,23,1,215.0,2009-12,0
14865,30,1,31.200000000000003,2009-12,0
14867,26,1,203.32,2009-12,0
14869,15,1,371.48,2009-12,0
14871,16,2,319.65000000000003,2009-12,0
14894,29,1,299.70000000000005,2009-12,0
14895,20,2,1817.55,2009-12,0
14896,25,1,302.5,2009-12,0
14897,16,1,301.16,2009-12,0
14898,18,2,668.66,2009-12,0
14905,28,1,258.1,2009-12,0
14911,13,9,7119.24,2009-12,0
14915,28,1,202.06,2009-12,0
14940,25,1,182.01,2009-12,0
14942,21,1,109.35,2009-12,0
14949,13,1,86.46000000000001,2009-12,0
14952,15,2,590.1,2009-12,0
14955,24,1,163.77,2009-12,0
14958,28,1,186.36,2009-12,0
14961,17,2,2608.4700000000003,2009-12,0
14966,15,2,335.12,2009-12,0
14967,28,1,236.25,2009-12,0
14977,17,1,31.929999999999996,2009-12,0
14979,27,1,439.46,2009-12,0
14980,29,1,150.68,2009-12,0
14987,10,4,566.6999999999999,2009-12,0
14990,22,1,200.23999999999998,2009-12,0
15005,14,3,900.66,2009-12,0
15015,17,1,129.6,2009-12,0
15031,23,1,250.02,2009-12,0
15032,21,1,1505.4,2009-12,0
15039,10,3,579.52,2009-12,0
15044,8,2,1732.5,2009-12,0
15051,30,1,580.02,2009-12,0
15055,15,1,255.37,2009-12,0
15057,26,1,304.1,2009-12,0
15059,25,1,280.94,2009-12,0
15061,15,9,14312.539999999999,2009-12,0
15064,9,1,324.99,2009-12,0
15070,16,1,324.8,2009-12,0
15077,22,1,873.48,2009-12,0
15078,16,2,753.6600000000001,2009-12,0
15079,23,2,738.53,2009-12,0
15085,21,1,347.54,2009-12,0
15093,23,1,249.64,2009-12,0
15109,27,1,231.2,2009-12,0
15115,24,1,191.74,2009-12,0
15144,18,1,370.2,2009-12,0
15157,21,1,448.2,2009-12,0
15162,23,1,312.9,2009-12,0
15169,18,1,356.17,2009-12,0
15179,28,1,763.35,2009-12,0
15181,23,1,162.72,2009-12,0
15184,15,1,123.19,2009-12,0
15188,17,1,310.43,2009-12,0
15194,14,4,1487.04,2009-12,0
15196,18,1,152.25,2009-12,0
15197,20,1,117.96000000000001,2009-12,0
15203,23,1,255.68,2009-12,0
15209,22,1,178.98000000000002,2009-12,0
15222,15,1,436.56,2009-12,0
15223,26,1,230.2,2009-12,0
15240,26,1,549.77,2009-12,0
15255,28,1,260.44,2009-12,0
15260,24,2,294.85,2009-12,0
15265,30,1,294.14,2009-12,0
15270,14,2,515.2,2009-12,0
15287,29,1,58.2,2009-12,0
15291,20,3,1037.9,2009-12,0
15298,23,1,303.45,2009-12,0
15302,22,1,308.0,2009-12,0
15309,27,1,273.75,2009-12,0
15311,9,14,9370.24,2009-12,0
15312,15,1,321.65000000000003,2009-12,0
15326,13,2,718.22,2009-12,0
15329,17,1,318.36,2009-12,0
15353,29,1,285.59,2009-12,0
15358,11,2,826.12,2009-12,0
15362,30,1,310.75,2009-12,0
15367,21,1,785.62,2009-12,0
15369,23,1,312.96,2009-12,0
15380,21,2,441.62,2009-12,0
15382,27,1,1523.2,2009-12,0
15393,16,1,187.84,2009-12,0
15394,16,1,297.4,2009-12,0
15403,22,1,95.75999999999999,2009-12,0
15409,13,1,131.25,2009-12,0
15413,16,3,4513.42,2009-12,0
15420,17,2,229.62,2009-12,0
15421,24,1,241.05,2009-12,0
15428,14,1,184.44,2009-12,0
15441,22,1,301.57,2009-12,0
15446,18,1,123.43,2009-12,0
15456,11,2,476.05,2009-12,0
15465,21,1,436.8,2009-12,0
15466,28,1,744.21,2009-12,0
15479,25,1,147.4,2009-12,0
15482,28,2,325.08000000000004,2009-12,0
15484,26,1,689.5,2009-12,0
15485,30,2,901.84,2009-12,0
15494,21,1,917.76,2009-12,0
15497,13,1,272.0,2009-12,0
15498,15,1,3416.7200000000003,2009-12,0
15499,15,1,161.6,2009-12,0
15503,18,1,120.06,2009-12,0
15514,8,3,1469.69,2009-12,0
15518,11,1,243.65,2009-12,0
15523,21,3,1173.53,2009-12,0
15527,16,1,297.86,2009-12,0
15534,17,1,162.25,2009-12,0
15542,29,2,540.73,2009-12,0
15547,25,1,671.56,2009-12,0
15550,17,2,386.15,2009-12,0
15555,25,1,950.69,2009-12,0
15562,18,1,360.51000000000005,2009-12,0
15566,16,1,138.22,2009-12,0
15571,25,1,118.25999999999999,2009-12,0
15573,21,1,278.08,2009-12,0
15577,15,2,139.1,2009-12,0
15581,9,9,771.76,2009-12,0
15601,14,3,1490.47,2009-12,0
15602,29,1,261.3,2009-12,0
15615,15,3,1236.5,2009-12,0
15623,21,1,307.2,2009-12,0
15628,18,1,286.28000000000003,2009-12,0
15633,23,1,191.89000000000001,2009-12,0
15637,16,1,288.88,2009-12,0
15640,17,1,1456.2,2009-12,0
15641,16,2,1089.6100000000001,2009-12,0
15642,21,1,105.78000000000002,2009-12,0
15658,28,1,321.65,2009-12,0
15662,30,1,105.85,2009-12,0
15672,17,1,45.300000000000004,2009-12,0
15674,23,1,462.46,2009-12,0
15680,29,1,311.5,2009-12,0
15684,27,1,109.4,2009-12,0
15691,25,1,161.8,2009-12,0
15694,24,1,357.87,2009-12,0
15712,30,1,255.5,2009-12,0
15713,15,1,243.86,2009-12,0
15716,24,1,214.17000000000002,2009-12,0
15719,21,2,674.17,2009-12,0
15738,21,1,282.03000000000003,2009-12,0
15750,15,2,500.19,2009-12,0
15751,18,4,573.29,2009-12,0
15755,27,1,308.75,2009-12,0
15759,29,1,125.73,2009-12,0
15768,13,5,2042.39,2009-12,0
15769,20,1,1980.0,2009-12,0
15785,16,1,322.92,2009-12,0
15793,30,1,291.58000000000004,2009-12,0
15794,28,2,777.0,2009-12,0
15805,21,1,658.5,2009-12,0
15808,16,2,1918.0700000000002,2009-12,0
15812,16,1,290.72,2009-12,0
15822,25,1,474.32,2009-12,0
15823,21,2,3867.17,2009-12,0
15833,29,1,80.4,2009-12,0
15838,16,1,495.0,2009-12,0
15841,11,2,603.75,2009-12,0
15850,18,1,106.65,2009-12,0
15854,21,1,592.2,2009-12,0
15856,8,4,3374.59,2009-12,0
15858,13,2,256.89,2009-12,0
15860,18,2,295.6,2009-12,0
15862,14,3,582.72,2009-12,0
15863,14,1,140.9,2009-12,0
15867,17,1,626.0,2009-12,0
15878,25,1,212.13,2009-12,0
15879,14,1,133.34,2009-12,0
15882,21,1,181.63,2009-12,0
15884,28,1,241.8,2009-12,0
15889,14,2,376.77,2009-12,0
15898,20,1,406.12,2009-12,0
15911,9,3,846.0500000000001,2009-12,0
15912,21,3,435.79,2009-12,0
15916,21,1,404.82,2009-12,0
15917,14,3,315.33,2009-12,0
15920,17,2,121.59,2009-12,0
15924,23,1,102.82,2009-12,0
15944,18,1,588.4,2009-12,0
15945,30,1,124.83000000000001,2009-12,0
15953,28,1,372.2,2009-12,0
15956,18,1,326.4,2009-12,0
15965,28,1,169.5,2009-12,0
15967,30,1,156.71,2009-12,0
15971,16,2,446.28,2009-12,0
15983,18,3,1199.59,2009-12,0
15984,15,3,1384.1299999999999,2009-12,0
15989,29,1,143.11,2009-12,0
15998,20,2,1063.24,2009-12,0
15999,27,1,20.4,2009-12,0
16003,28,1,387.87,2009-12,0
16011,11,3,556.73,2009-12,0
16013,23,2,1241.0,2009-12,0
16018,24,1,195.78,2009-12,0
16019,14,2,989.8299999999999,2009-12,0
16029,13,5,5643.84,2009-12,0
16064,17,1,111.0,2009-12,0
16086,29,1,284.55,2009-12,0
16098,16,1,154.69,2009-12,0
16104,18,3,1174.89,2009-12,0
16119,15,1,183.4,2009-12,0
16124,24,1,463.0,2009-12,0
16125,17,1,689.71,2009-12,0
16126,29,1,174.1,2009-12,0
16127,18,1,145.06,2009-12,0
16131,29,1,1317.97,2009-12,0
16139,14,2,475.74,2009-12,0
16143,21,1,300.35,2009-12,0
16150,14,1,348.2,2009-12,0
16156,20,2,402.1,2009-12,0
16158,16,2,204.52,2009-12,0
16159,28,1,317.55,2009-12,0
16163,23,2,838.28,2009-12,0
16167,30,1,485.79,2009-12,0
16168,22,2,369.0,2009-12,0
16186,22,1,389.34000000000003,2009-12,0
16190,17,1,196.92000000000002,2009-12,0
16191,20,1,348.6,2009-12,0
16192,27,1,351.3,2009-12,0
16195,15,1,323.25,2009-12,0
16197,15,1,117.30000000000001,2009-12,0
16200,14,3,1993.85,2009-12,0
16202,16,2,592.17,2009-12,0
16204,23,1,213.27,2009-12,0
16210,13,5,1914.7,2009-12,0
16222,13,1,498.5,2009-12,0
16233,29,1,294.3,2009-12,0
16253,23,1,379.13,2009-12,0
16277,25,1,188.69,2009-12,0
16280,17,1,238.05,2009-12,0
16282,10,1,270.0,2009-12,0
16293,20,1,325.64,2009-12,0
16296,13,1,376.0,2009-12,0
16301,28,1,107.33,2009-12,0
16308,16,1,960.0,2009-12,0
16321,30,1,196.10000000000002,2009-12,0
16325,18,2,345.54,2009-12,0
16327,17,1,698.61,2009-12,0
16329,30,1,282.46000000000004,2009-12,0
16335,18,2,800.84,2009-12,0
16351,14,2,361.2,2009-12,0
16353,16,3,717.9,2009-12,0
16365,20,1,198.76999999999998,2009-12,0
16366,15,1,243.65,2009-12,0
16393,30,1,367.40999999999997,2009-12,0
16395,22,2,244.66,2009-12,0
16400,23,1,564.38,2009-12,0
16409,18,1,526.46,2009-12,0
16410,26,1,130.32,2009-12,0
16436,24,2,192.45,2009-12,0
16439,14,1,310.70000000000005,2009-12,0
16442,18,1,155.06,2009-12,0
16451,27,1,307.65000000000003,2009-12,0
16459,21,1,71.78999999999999,2009-12,0
16467,29,1,131.12,2009-12,0
16470,20,1,199.68,2009-12,0
16485,25,1,619.24,2009-12,0
16497,28,1,294.85,2009-12,0
16525,10,4,1654.39,2009-12,0
16541,27,1,424.03,2009-12,0
16550,16,2,1070.07,2009-12,0
16551,18,1,292.98,2009-12,0
16554,16,1,415.49,2009-12,0
16556,13,2,615.63,2009-12,0
16558,28,1,297.05,2009-12,0
16560,14,2,898.7900000000001,2009-12,0
16563,30,1,538.46,2009-12,0
16569,15,1,422.15,2009-12,0
16592,13,1,312.6,2009-12,0
16593,11,2,278.73,2009-12,0
16596,21,1,95.55,2009-12,0
16600,13,1,310.01,2009-12,0
16605,16,1,60.48,2009-12,0
16612,28,1,510.87,2009-12,0
16620,30,1,822.37,2009-12,0
16645,27,1,160.39,2009-12,0
16656,27,1,373.74,2009-12,0
16661,14,1,282.3,2009-12,0
16663,21,1,165.0,2009-12,0
16670,21,1,683.91,2009-12,0
16684,16,3,2886.32,2009-12,0
16686,25,2,167.14,2009-12,0
16694,15,1,98.30000000000001,2009-12,0
16699,27,1,137.4,2009-12,0
16700,29,2,418.7,2009-12,0
16701,14,2,722.08,2009-12,0
16702,24,1,221.52,2009-12,0
16705,22,1,3249.32,2009-12,0
16709,22,1,1273.5,2009-12,0
16710,18,3,1038.64,2009-12,0
16711,17,2,665.64,2009-12,0
16713,10,3,936.47,2009-12,0
16717,24,1,386.39,2009-12,0
16718,25,1,647.82,2009-12,0
16719,18,1,344.65,2009-12,0
16720,14,1,173.22,2009-12,0
16722,28,1,339.78,2009-12,0
16723,27,1,460.55,2009-12,0
16725,18,1,213.88,2009-12,0
16732,23,1,792.84,2009-12,0
16735,23,1,338.34000000000003,2009-12,0
16736,15,3,1671.13,2009-12,0
16742,15,1,220.07,2009-12,0
16746,13,3,1051.12,2009-12,0
16748,21,1,97.5,2009-12,0
16749,16,1,2343.72,2009-12,0
16755,22,1,212.58,2009-12,0
16763,30,1,352.85,2009-12,0
16768,24,1,224.98,2009-12,0
16769,17,2,394.46000000000004,2009-12,0
16771,22,1,203.3,2009-12,0
16772,13,1,896.8499999999999,2009-12,0
16773,25,1,137.75,2009-12,0
16779,11,6,6742.400000000001,2009-12,0
16782,22,1,185.9,2009-12,0
16791,28,1,319.87,2009-12,0
16797,29,1,176.88,2009-12,0
16798,21,1,208.9,2009-12,0
16802,22,1,259.11,2009-12,0
16805,17,2,289.0,2009-12,0
16823,29,1,189.29999999999998,2009-12,0
16830,18,1,300.42,2009-12,0
16843,21,1,730.59,2009-12,0
16858,16,1,297.86,2009-12,0
16883,27,1,108.95,2009-12,0
16887,30,1,219.82,2009-12,0
16891,15,2,448.34000000000003,2009-12,0
16892,23,1,97.55,2009-12,0
16901,21,1,204.26,2009-12,0
16905,21,1,230.0,2009-12,0
16908,14,1,252.59,2009-12,0
16912,22,1,383.8,2009-12,0
16918,28,1,221.69,2009-12,0
16933,22,1,580.79,2009-12,0
16940,23,1,656.85,2009-12,0
16945,14,2,610.01,2009-12,0
16952,20,1,252.04,2009-12,0
16964,25,2,207.85,2009-12,0
16985,17,2,961.55,2009-12,0
16987,15,2,290.91,2009-12,0
17012,17,1,384.16,2009-12,0
17017,28,1,277.5,2009-12,0
17018,26,1,351.6,2009-12,0
17019,29,1,216.86,2009-12,0
17027,21,1,139.85000000000002,2009-12,0
17028,13,1,307.91,2009-12,0
17032,21,1,844.45,2009-12,0
17035,28,1,54.599999999999994,2009-12,0
17043,22,1,380.36,2009-12,0
17044,24,1,990.48,2009-12,0
17047,23,1,322.65,2009-12,0
17056,30,1,128.60000000000002,2009-12,0
17063,30,1,278.61,2009-12,0
